Name_CH,Name_ML,Name_EN,Location,Longitude,Latitude,Region,Category,PageNumber,,
诗巫漳泉公会,Persatuan Chiang Chuan Sibu,Chiang Chuan Association,"38-40, Central Rd, 96000 Sibu, Sarawak.",101.662452,3.244553,Sarawak,地缘,356,,
石山福州会馆,,Batu Niah Foo Chow Association,"Lot 78, Batu Niah Bazaar, 98200 Batu Niah, Sarawak.",101.662452,3.244553,Sarawak,地缘,356,,
泗里街漳泉公会,,Chiang Chuan Association Sarikei,"29, Jalan Jubli Mutiara, 96100 Sarikei, Sarawak.",111.525065,2.13193,Sarawak,地缘,356,,
江夏堂黄氏公会,Persatuan Chiang Hsia Huang,Chiang Hsia Huang Clan Association Kuching,,,,Sarawak,血缘,356,,
拉让曾邱（丘）公会,Persatuan Klan Cheng Kiu(Chan Khoo) Rajang,,"No.6, Lorong 2, Jalan Ek Dee, 96000 Sibu, Sarawak.",111.841449,2.277614,Sarawak,血缘,357,,
晋汉省彭城刘氏公会,Persatuan Klan Liew Kuching & Kota Samarahan,Kuching And Kota Samarahan Pan Chern Liew Clan Association,"1st Floor, Lot 367, Section 62, Ang Cheng Ho Road, 93100 Kuching, Sarawak.",111.85227,2.301377,Sarawak,血缘,357,,
拉让江王氏公会,"Persatuan Klan Wang Rejang, Sarawak",Rejang Wang Clan Association,"2C, Lorong 2,  Jalan Ek Dee Sibu, Sarawak.  P.O.Box. 1512, 96008 Sibu, Sarawak.",111.85227,2.301377,Sarawak,血缘,357,,
美里沈氏公会,,Sim Association Miri,"Lot 2418, Lorong 5, Krokop, 98000 Miri, Sarawak.",114.008107,4.426289,Sarawak,血缘,357,,
美里省高阳许氏公会,,Miri Division Koh Yang Xu Clan Association,"Lot 1131, 3rd Floor, Waterfront Commercial Center, 98000 Miri, Sarawak",114.008107,4.426289,Sarawak,血缘,357,,
刘宗舜公会,,Lao Chung Soon Clan Association,"18, Kelupu Road, 2nd Floor, Bintangor, Sarawak.",114.026084,4.464737,Sarawak,血缘,357,,
美里蔡氏公会,Persatuan Klan Chai Miri,Miri Chai Clan Association,"Lot 1338, (Block 1), Miri, Bintulu Road, 98000 Miri Sarawak.",114.026084,4.464737,Sarawak,血缘,357,,
美里陈氏宗亲会,Persatuan Klan Chen Bahagian Miri,Clan Chen Association Miri,"102, Ground Floor, Jalan Bendahara, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,血缘,357,,
美里江夏黄氏公会,Persatuan Klan Chiang Hsia Huang Miri,Miri Chiang Hsia Huang Clan Association,"Lot 2124, 1st Floor, Jalan Krokop Utama, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,血缘,357,,
美里省林氏宗亲会,Persatuan Klan Lin Bahagian Keempat Sarawak,Lin's Clan Association Miri,"Lot 1815, Lorong 6, Jalan Jee Foh, Krokop, 98000 Miri, Sarawak. P.O. Box 2246, Miri, Sarawak.",114.026084,4.464737,Sarawak,血缘,357,,
林氏同宗联合会诗巫分会,,Sarawak Ling's Clan Association Sibu Division,"5/Lot 24, Jalan Merdeka Barat, 96000 Sibu, Sarawak. P.O.Box 1366, 96008 Sibu, Sarawak.",113.90106,4.655808,Sarawak,血缘,357,,
晋汉省黄氏公会,Persatuan Klang  Huang Bahagian Kuching Dan Samarahan,,,,,Sarawak,血缘,357,,
砂拉越董扬宗亲会,Persatuan Klan Tung-Yang Sarawak,Sarawak Yung-Yang Clan Association,"298, 1st Floor, Jalan Datuk Wee Cheng Chiang, 93450 Kuching, Sarawak.",110.368549,1.536921,Sarawak,血缘,358,,
砂拉越第三六七省林氏同宗乡合会诗巫分会,,Sarawak Third Sixth Seventh Division Lin Clan Association Sibu Branch,"S/Lot 24, Jln Merdeka Barat, 96000 Sibu, Sarawak. P. O. Box1366, 96008 Sibu, Sarawak.",110.353696,1.540847,Sarawak,血缘,358,,
砂拉越高阳（许氏）公会,,Sarawak Koh Yang(Kho Clan) Association,"No. 488, Jalan Chawan, 93300 Kuching, Sarawak.",110.368551,1.537237,Sarawak,血缘,358,,
美里王氏公会,Persatuan Klan Wang Miri,Miri Wang's Association,"Lot 1425, 2nd Floor, Krokop 5, 98000 Miri, Sarawak.",110.334728,1.560842,Sarawak,血缘,358,,
砂拉越第三六七省高阳许氏公会,"Persatuan Klan Koh Yang Hii(Koh) Bahagian Ketiga, Keenam Dan Ketujuh Sarawak","Sarawak 3rd, 6th & 7th Division Koh Yang Hii(Kho) Clan Assocoiation","30, Brooke Drive 1, 96000 Sibu, Sarawak. P.O.Box1438, 96008 Sibu, Sarawak.",111.829956,2.295257,Sarawak,血缘,358,,
砂拉越宝树堂谢氏公会,Persatuan Shieh Bao Shuh Tarng Sarawak,Sarawak Bao Shuh Tarng Shieh Clan Association,"2A-E, 2nd Floor, Hardin Walk, 96000 Sibu, Sarawak. P.O..Box, 1570, 96008 Sibu, Sarawak.",111.832116,2.290368,Sarawak,血缘,358,,
砂拉越蔡氏公会,Persatuan Klan Chai Sarawak,Sarawak Chai Clan Association,"Lot 230, Jln Abell Utara, 93100 Kuching, Sarawak.",111.839202,2.320278,Sarawak,血缘,358,,
美里余氏凤采堂,Persatuan Klan Yee(Fong Choi Hong),Yee Clan(Fong Choi Hong) Association,"Lot 302, 1st Floor, Wisma Yee Loke, Jalan Jee Foh, Lorong 1, Krokop, 98000 Miri, Sarawak.",113.783089,2.705375,Sarawak,血缘,358,,
美里杨氏宗亲会,,Miri Yong Clan Association,"15C, Frist Floor, Merbau Road, 98000 Miri, Sarawak.",113.985414,4.390724,Sarawak,血缘,358,,
美里田氏公会,,Miri Tian Association,"Lot 1815, F2, 1st Floor, Lorong 6, Jalan Jee Foh, Krokop, 98000 Miri, Sarawak.",114.008107,4.426289,Sarawak,血缘,358,,
美里省彭城刘氏公会,Persatuan Klan Lau Bahagian Miri,,"Lot 1815, 2nd floor, Lorong 6, Jalan Jee Foh, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,血缘,358,,
美里吴氏宗亲会,Persatuan Klan Goh Miri,Goh's Clan Association Miri,"42, Jalan Krokop Utama, 98000 Miri, Sarawak. P.O.Box 868, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,血缘,358,,
砂拉越晋汉省王氏宗亲会,"Persatuan Klang Wang Bahagian Kuching Dan Samarahan, Sarawak",Kuching And Samarahan Wang Chan Association Sarawak,"1st Floor Lot 8185 Section 64, KTLD Jalan Pending, 93450 Kuching, Sarawak.",110.368474,1.548608,Sarawak,血缘,359,,
砂拉越江夏堂黄氏公会,,Sarawak Chiang Hsia Huang Clan Association,"No. 131 Jalan Ang Cheng Ho, 93100 Kuching, Sarawak.",110.380139,1.550247,Sarawak,血缘,359,,
砂拉越河间俞氏公会,Persatuan Klan Yu Ho Kang Sarawak,Sarawak Ho Kang Yu Clan Association,"No. 31, 1st Floor, Pusat Tanahwang, Jalan Pendada, Sarawak.",111.84595,2.31211,Sarawak,血缘,359,,
砂拉越龙峰黄氏公会,Persatuan Klan Ling Hung Wong Sarawak,Sarawak Ling Hung Wong Clan Association,"No. 37, Brook Drive, 96000 Sibu, Sarawak.",110.339323,1.556238,Sarawak,血缘,359,,
砂拉越彭城刘氏公会,Persatuan Pan Chen Lau's Clan Sarawak,Sarawak Pan- Chen Laus Clan Association,"No. 8, 10, 12, Jalan Tapang Timur, 96000 Sibu, Sarawak.",111.832325,2.319311,Sarawak,血缘,359,,
砂拉越马拉端李氏公会,Persatuan Kan Lee Maradong Sarawak,Lee's Clan Association Maradong Sarawak,"No. 22, Lorong Maju, 96500 Bintangor, Sarawak.",102.524729,2.256453,Sarawak,血缘,359,,
砂拉越晋汉省钟氏宗亲会,Persatuan Klan Chung Bahagian Kuching Samarahan Sarawak,Sarawak Kuching Samarahan Division Chung Clan,"Cc 201. MJC Batu Kawa New Township, Jalan Batu Kawah, 93250 Kuching, Sarawak.",111.85227,2.301377,Sarawak,血缘,359,,
砂拉越民都鲁李氏公会,Persatuan Klan Lee Bintulu Sarawak,,"No. 30, 1st Floor, BDA- Shahida Commercial Centre, 97000 Bintulu, Sarawak.",111.85227,2.301377,Sarawak,血缘,359,,
砂拉越彭城钱氏公会,Persatuan Klan Peng Cheng Chieng Sarawak,,"12, 1st Floor, Jalan Bank, 96100 Sarikei, Sarawak.",111.85227,2.301377,Sarawak,血缘,359,,
砂拉越古晋颖川陈氏公会,"Persatuan Klan Ying Chuan Chen, Bhg Pertama, Sarawak",Ying Chuan Chen Clan Association Kuching Sarawak,"No. 96, 2nd Floor, Jalan Ang Cheng Ho, 93100, Kuching, Sarawak.",110.36494,1.553101,Sarawak,血缘,359,,
砂拉越陇西公会,Persatuan Lung-Si Sarawak,Sarawak Lung-Si Association,"No. 115 & 117(3rd Floor) Jln Haji Taha, 93400 Kuching, Sarawak.",113.90106,4.655808,Sarawak,血缘,359,,
砂拉越马拉端陈氏公会,,Chen Clan Association Maradong Sarawak,"53 2nd Floor, Jalan Dermaga, 96500 Bintangor, Sarawak.",113.90106,4.655808,Sarawak,血缘,359,,
砂拉越王氏（汝祯）公会,,Wong's Clan (Nue Ding) Association ,"P. O. Box 176, 96107, Sarikei, Sarawak.",110.353696,1.540847,Sarawak,血缘,360,,
诗巫省颍川陈氏公会,"Persatuan Klan Chen (Ling Chung) Bhg. Sibu, Sarawak",,"14, 3rd Floor, Tan Sri Road, 96000 Sibu, Sarawak.",110.349064,1.556456,Sarawak,血缘,360,,
砂拉越姚氏公会,Persatuan Klan Yew' s (Yeu Yeo) Sarawak,Yew' s Klan (Yeu Yeo) Association,"P.O. Box 302, 96100 Sarikei, Sarawak.",110.353834,1.556711,Sarawak,血缘,360,,
砂拉越泗里街紫杨朱氏公会,"Persatuan Klan Tzu Yang Choo, Sarikei Sarawak","Klan Tzu Yang Choo Association, Sarikei, Sarawak","No. 36, BDC Nyelog Industrial Estate, 96100 Sarikei, Sarawak.",111.520688,2.116389,Sarawak,血缘,360,,
砂拉越徐氏公会,,Chee Clan Asscoation Sarawak,"18B, 2nd F1, Hardin Walk, 96000 Sibu Sarawak.",111.519738,2.122517,Sarawak,血缘,360,,
砂拉越诗巫荣阳郑氏公会,,Sarawak Sibu Cheng's CLan Association ,"70, 3rd Floor Kg. Nyabor Road, 96000 Sibu, Sarawak.",111.830884,2.288639,Sarawak,血缘,360,,
砂拉越西河（林氏）公会,Persatuan Sarawak Si Ho (Lim Clan),Sarawak Si Ho (Lim Clan ) Association ,"No.287 Jalan Datuk Wee Kheng Chiang, 93450 Kuching, Sarawak.",111.85227,2.301377,Sarawak,血缘,360,,
诗巫省吴氏宗亲会,Persatuan Kkan Wu Sibu,Wu Clan Association Sibu,"No. 3C, Tingkat 2, Jalan Foochow, 96000 Sibu, Sarawak. P.O.Box 1225, 96008 Sibu, Sarawak.",111.85227,2.301377,Sarawak,血缘,360,,
砂拉越张氏公会,Persatuan Klan Zhang Negeri Sarawak,Sarawak Zhang Clan Association,"39-43, 3rd Floor, Lorong Upper Lanang 12C, Pusat Suria Permata, 96008 Sibu, Sarawak. P.O.Box 598, 96008 Sibu, Sarawak.",101.549214,2.994097,Sarawak,血缘,360,,
砂拉越中区江夏黄氏公会,Persatuan Klan Chiang Hsia Huang Sarawak Tengah,Sarawak Central Chiang Hsia Hwang Clan Association,"171, Jalan Kampong Nyabor, 96000 Sibu Sarawak. P.O. Box 569, 96007 Sibu, Sarawak.",113.984141,4.369336,Sarawak,血缘,360,,
砂拉越泗里街李氏公会,"Persatuan Klan Lee, Sarikei Sarawak","Lee' s Clan Association, Sarikei Sarawak","No. 63, Jalan Repok, Sarikei, 96108 Sarikei, Sarawak.",116.077734,5.94195,Sarawak,血缘,360,,
砂拉越余氏公会,Persatuan Klan Yii Sarawak,"Yii Clan Association, Sarawak","24, 1st F1. Pusat Tanahwang, Jalan Pedada, 96000 Sibu, Sarawak.",failed,failed,Sarawak,血缘,360,,
泗里街河间俞氏公会,Persatuan Klan Yu Ho Kang Sarikei,,"17, Repok Road, 96100 Sarikei, Sarawak.",110.387156,1.50219,Sarawak,血缘,361,,
巴南中华商会,,Chinese Chamber of Commerce Baram,"62, Jalan KapitanLim Ching Kiat, 98050 Marudi, Baram, Sarawak. P.O.Box 48, Marudi, 98057 Baram, Sarawak.",110.33385,1.564517,Sarawak,业缘,361,,
务实的沈氏公会,,Sim Association Bekann,"Lot No. 3055, Bekenn, P.O.Box 6, 98157 Bekenn, Sarawak.",111.521087,2.125829,Sarawak,血缘,361,,
泗里街陈氏公会,Persatuan Klan Chen Sarikei,,"5, Central Road, 96100 Sarikei, Sarawak.",111.521087,2.125829,Sarawak,血缘,361,,
泗里街许氏公会,Persatuan Klan Hii Sarikei,,"No. 43, Tingkat 1, Jalan Bank, 96100 Sarikei, Sarawak.",111.518795,2.132275,Sarawak,血缘,361,,
泗里街张氏公会,Persatuan Klan Zhang Sarikei,,"65, Jalan Repok, Sarikei, Sarawak.",111.521663,2.130939,Sarawak,血缘,361,,
泗里街郑氏公会,Persatuan Klan Ying-Yong Cheng Sarikei,Sarikei Ying-Yong Cheng' s Clan Association,"No. 15, Jalan Bank, 96100 Sarikei, Sarawak.",111.518844,2.132316,Sarawak,血缘,361,,
达乐中华商会,,Chinese Chamber of Commerce Daro,"Daro Bazaar, Daro, Sarawak.",111.316831,2.259227,Sarawak,业缘,361,,
第三六七省快艇航业公会,,"Sarawak 3rd, 6th, 7th Division Ecpress Navigation Association","13, 2nd Floor, Khoo Peng Loong Road, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,361,,
泗里街冯氏公会,Persatuan Klan Fung Sarikei Sarawak,"3, 3rd Floor, Jalan Merdeka, 96108 Sarikei, Sarawak.",,,,Sarawak,血缘,361,,
泗里街彭城刘氏公会,"Persatuan Klan Pan Chen Lau, Sarikei",Sarikei Pan Chen Laus Clan Association,"17, Jalan Jubli Mutiara, 96100 Sarikei, Sarawak. P.O.Box 120, 96107 Sarikei, Sarawak.",,,Sarawak,血缘,361,,
古晋华人渔船公会,Persatuan Kolak Pengankap Ikan Kuching,Kuching Fishing Kolak Association,"P.O.Box 1139, 93712 Kuching, Sarawak.",110.353696,1.540847,Sarawak,业缘,362,,
古晋省拖纲渔船公会,Persatuan Kapal Pukat Tunda Bahagian Kuching,Kuching Division Trawlers' Association,"P.O.Box 1139, 93712 Kuching, Sarawak.",110.353696,1.540847,Sarawak,业缘,362,,
古晋五金商公会,,Kuching Hardware Merchants' Association,"169 Padungan Road, 93100 Kuching, Sarawak.",110.35678,1.554971,Sarawak,业缘,362,,
晋汉省贩商联合会,Persatuan Penjaja Dan Peniaga Bahagian Kuching Dan Samarahan,,"2nd Floor, Lot 231, Padungan Road, Kuching, Sarawak.",110.358054,1.554064,Sarawak,业缘,362,,
晋汉省建筑商公会,Persatuan Kontraktor Binaan Dan Kejuruteraan Bahagian Kuching Dan Samarahan,Kuching Samarahan Division Building & Civil Engineering Contractors Association,"2nd Floor, Lot 493 Jalan Ang Cleeng Ho, Lorong 11A, 93100 Kuching, Sarawak.",110.353696,1.540847,Sarawak,业缘,362,,
晋汉省屠业公会,Persatuan T'  oo Nyap Bahagian Kuching Dan Samarahan,,"Lot 818, Sungai Hoping Road, 93450 Kuching, Sarawak.",110.353696,1.540847,Sarawak,业缘,362,,
古晋省咖啡商公会,Persatuan Keoai Kopi,Kuching Coffee Shop Association,"No 37, 1st Floor, Jalan Petanak, 93100 Kuching, Sarawak.",110.360573,1.556585,Sarawak,业缘,362,,
古晋码头工友产业公会,,The Kuching Wharf Labourers Assciation,"No. 22, Tingkat 1, Carpenter Street, 93000 Kuching, Sarawak.",110.345321,1.559001,Sarawak,业缘,362,,
第三六七省舯舡公会,"Persatuan Tong Kang Bahagian 3, 6, 7","3, 6th & 7th Division Tong Kang Assocoation","P.O. Box 1443, 4th Floor, Wisma Chinese Chamber of Commerce & Industry Jalan Chamber, 96008 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,362,,
峇都中华商会,,Chinese Chamber of Commerce Matu,"1, Old Bazaar, Matu, Sarawak.",111.695825,2.645875,Sarawak,业缘,362,,
林梦咖啡酒餐商公会,,Limbang Restaurant & Cafe Association,"53, Jalan Buangsiol, 98700 Limbang, Sarawak.",115.007514,4.756972,Sarawak,业缘,362,,
晋汉省储蓄业公会,Persatuan Perternak Bintang Peliharan Bhg Kuching Sarawak,Kuching & Samarahan Division Livestock Breaders Association,"No.119, 1st Floor Kota Sentosa, 7th Miles Jalan Penrissen, 93250 Kuching, Sarawak.",failed,failed,Sarawak,业缘,362,,
民丹莪车辆修理同业公会,Persatuan Pembaiki Automobil Bintangor,Bintangor Automobil Repairer Association,"21A, Jalan Ted Kui Ngok, 96500 Bintangor, Sarawak.",110.413863,1.448101,Sarawak,业缘,363,,
美里省药商公会,Persatuan Perniagaan Ubat Bahagian Miri,Miri Drug Merchants' Association,"Lot 1815, 2nd Floor, Lorong 6, Krokop, 98000 Miri, Sarawak. P.O.Box1488, 98008 Miri, Sarawak.",114.008107,4.426289,Sarawak,业缘,363,,
美里罗厘车主公会,Persatuan Pemilik Lori Miri,Miri Lorry Owner' s Association,"Lot 1410, Miri Pujut Road, 98000 Miri, Sarawak. P.O.Box 868, 98000 Miri, Sarawak.",114.023547,4.440956,Sarawak,业缘,363,,
美里店员互助社,,Miri Shop Workers Associaion,"Lot 653, Nahkoda Gampar Road, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,业缘,363,,
美里渔业公会,Persatuan Perusahan Ikan Miri,The Miri Fishery Association,"1st Floor, No.2, Jalan Bendahara, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,业缘,363,,
美里中华工商总会,,Miri Chinese Chamber of Commerce and Industry,"28, High Street, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,业缘,363,,
马拉端种植人公会,Persatuan Kebajikan & Sosial Pekebun Meradong,,"17, Janlan Mahkamah 96507 Bintangor, Sarawak.",113.90106,4.655808,Sarawak,业缘,363,,
林梦小贩联公会,,Limbang United Hawkers Association,"Ang Ching Hong Buiding, Jalan Bangkita, Limbang, Sarawak.",115.013355,4.756903,Sarawak,业缘,363,,
林梦中华商会,,Chinese Chamber of Commerce Limbang,"Lot 316, 3rd Floor, Bank Street, 98700 Limbang, Sarawak.",115.012164,4.761188,Sarawak,业缘,363,,
美里手机同业公会,Persatuan Pengedar Telefon Bimbit Miri,Miri Mobile Phone Dealer' s Association,"P.O.Box 916, No. 10, Jalan Parry 98008 Miri, Sarawak.",116.293291,6.214785,Sarawak,业缘,363,,
美里养牲公会,Persatuan Penternak Dan Ayam Itik,Miri Animal And Poultry Breders Association,"P.O.Box 917, 98008 Miri Sarawak.",116.293291,6.214785,Sarawak,业缘,363,,
马中贸易进出口商会,"Persatuan Pengimport Dan Pengekspot Perniagaan Negera Cina, Kuching",Kuching China Trades Importers & Exporters Association,,,,Sarawak,业缘,363,,
砂拉越古晋省药商公会,,"Kuching Drug Merchants Association, Sarawak","No.63, Ban Hock 93100 Kuching, Sarawak.",110.353696,1.540847,Sarawak,业缘,364,,
砂拉越石油产品代理商公会,,Sarawak Petroleum Product Agents Association,"Lot 98-99(1st Floor) Kuching Hockien Association Building, Jalan Green, 93100 Kuching, Sarawak.",110.350215,1.557145,Sarawak,业缘,364,,
砂拉越电器公会,,Sarawak Electrical Association,"Lot 412, (2nd Floor) Lorong 11-D, Off Jalan Ang Cheng Ho, 93100 Kuching, Sarawak. P.O.Box 16, 93700 Kuching, Sarawak.",110.354792,1.55771,Sarawak,业缘,364,,
农工联合公会,,Farmers & Labourers Association,"1st Floor, 45 Repok Road, Sarikei, Sarawak.",111.521087,2.125829,Sarawak,业缘,364,,
砂拉越大厦租户联合会,,Sarawak House United Tenants Association,"Sarawak House, 96000 Sibu, Sarawak.",111.818028,2.30067,Sarawak,业缘,364,,
砂拉越俬制造商公会,,Sarawak Furniture Manufacturer' s Association(Sibu Branch),"6F, 3rd Floor, Lorong 2, Eik Dee Road, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,364,,
砂拉越诗巫， 泗里街， 加帛省中医师公会,,Sarawak Sibu Sarikei Kapit Division Chinese Doctor Association,"1st Floor, Kang Eng Beng Building, Channel Road, 96000 Sibu, Sarawak.",111.839962,2.31163,Sarawak,业缘,364,,
砂拉越第一省洋服商公会,,Sarawak First Division Tailors' Association,"Floor 1, Br 207 Batu Kawah New Township, Jalan Batu Kawa, 92250 Kuching, Sarawak.",101.69736,3.015056,Sarawak,业缘,364,,
沐胶中华商会,,"Chinese Chamber Of Commerce, Mukah","Lot 424, Sublot 67, Floor 2, New Town Ship, 96400 Mukah, Sarawak. P.O.Box 31, 96400 Mukah, Sarawak.",113.989387,4.399636,Sarawak,业缘,364,,
砂拉越美里省建筑商公会,Persatuan Kontrakter Dan Kejuruteraan Awam Bahagian Miri Sarawak,Sarawak Miri Division Building & Civil Engineering Contractors' Association,"P.O.Box 1230, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,业缘,364,,
民丹莪咖啡酒餐商公会,"Persatuan Pemilik Kedai Kopi Dan Restaran, Bintangor",Bintangor Coffee Shop And Restaurant Owners' Association,"P.O.Box 489, North Jalan Bintang, 96507 Bintangor, Sarawak.",113.90106,4.655808,Sarawak,业缘,364,,
民丹莪农民公会,,Bintangor Agricultrist Association,"No.12, Kelupu Road, 96500 Bintangor, Sarawak.",113.90106,4.655808,Sarawak,业缘,364,,
砂拉越中医药学会,,The Chinese Medical Institute of Sarawak,"A3- 18B, Sub Lot 18, 2nd Floor, Jalan Petanak, 93100 Kuching, Sarawak.",110.383831,1.491997,Sarawak,业缘,365,,
砂拉越针灸学会,Persatuan Akupuntur & Maxibustion,The Acupuncture & Maxibustion Society of Sarawak,"Lot 3177, Tabuan Dusun, Jalan Kedandi, 93350 Kuching, Sarawak.",110.375079,1.519378,Sarawak,业缘,365,,
砂拉越中区车商公会,Persatuan Basikal & Kenderaan Bermotor Bahagian Tengah Sarawak,Sarawak Central Region Bicycle & Motor Vehicle Association,"1st Floor, Wisma Sibu Chinese Chamber, Jalan Chamber, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,365,,
诗巫布疋洋货入口商公会,,Sibu Textiles & Foreign Good Importers Association,"1st Floor, Wisma Sibu Chinese Chamber, Chambers Road, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,365,,
诗巫船厂联合公会,,Sibu Shipyard Associaion,"1st, Floor, Wisma Sibu Chinese Chamber, Chamber Road, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,365,,
砂拉越文具书业公会,Persatuan Alatulis Dan Penjual Buku Sarawak,Sarawak Stationers And Boosellers Association,"P.O.Box 1237, 96008 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,365,,
砂拉越中国贸易进出口商总会,,Sarawak China Trade Importers & Exporters Association,"51, 2nd Floor, Mission Road, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,365,,
砂拉越中区旅馆公会,Persatuan Hotel Wilayah Tengah Sarawak,Sarawak Central Region Hostels Association,"34 Cross Road, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,365,,
砂罗越拉让区新闻从业员协会,,Institute Wartawan Rejang Sarawak,"40, Jalan Tuanku Osman, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,365,,
诗巫， 泗里奎， 加帛省车商公会,,"Sibu, Sarikei & Kapit Divisions Bicycle & Motor Vehicles Association","5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,365,,
诗巫， 泗里奎，加帛省金业公会,"Persatuan Tukang Mas Bhg. Sibu, Sarikei Dan Kapit Sarawak",,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,365,,
砂拉越渔船公会（美里分会）,Persatuan Pengankutan Ikan Bahagian Miri Sarawak,Sarawak Fishing Vessels Association( Miri Branch),"1st Floor, No.2, Jalan Bendahara, 98000 Miri, Sarawak.",114.026084,4.464737,Sarawak,业缘,365,,
诗巫建筑商公会,,Building & Civil Engineering Contractors Association Sibu Division,"No.9C, Jalan Lanang Sibu, Sarawak",111.84191,2.274265,Sarawak,业缘,366,,
诗巫进出口批发商联合会,,"Sibu Chamber of Importers, Exporters & Wholesalers","1st Floor, Wisma Sibu Chinese Chamber, Chambers Road, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,366,,
诗巫京果商公会,,The Sibu Grocery Dealers Association,"1st Floor, Wisma Sibu Chinese Chamber, Chamber Road, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,366,,
诗巫米批发商公会,,Sibu Rice Wholesalers Association,"1st Floor, Wisma Sibu Chinese Chamber of Commerce & Industry, Chambers Road, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,366,,
诗巫禽畜业公会,Persatuan Penternak Sibu,Sibu Livestock Farmers Association,"1st Floor, Wisma Sibu Chinese Chamber, Jalan Chambers, 96000 Sibu, Sarawak.",111.829883,2.289212,Sarawak,业缘,366,,
诗巫店屋租户联合会,Persatuan Penyewa Rumah Kedai Sibu,Sibu Shop-House Tenants Association,"C/O 1st Floor, Wisma Sibu Chinese Chamber of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.955059,2.294937,Sarawak,业缘,366,,
诗巫咖啡酒餐商公会,Persatuan Pemilik Kedal Kopi Dan Pestor Sibu,Sibu Coffee Shop & Restaurant Owner' s Association,"No.69-71, Lot 34 & 35, Lorong Indah Timur 3, Jalan Teku, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,366,,
诗巫劳工公会,,Sibu Labourer' s Association,"2 1st Floor, Island Road, 96000 Sibu, Sarawak.",111.85227,2.301377,Sarawak,业缘,366,,
诗巫省车辆修理同业公会,Persatuan Juru Teknik Kenderaan Sibu,Sibu Automobile Repairers Association,"5th Floor, Sibu Chinese Chamber of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,366,,
诗巫书业工具公会,,Sibu Booksellers & Stationers Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,366,,
诗巫推销员公会,,Sibu Salesmen' s Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,366,,
诗巫五金入口商公会,,Sibu Hardware Importers Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",111.825593,2.305067,Sarawak,业缘,366,,
西连中华商会,Dewan Perniagaan China Serian,Serian Chinese Chamber Of  Commerce,"No.162, 2nd Floor, Serian Bazaar, 94700 Serian, Sarawak.",110.579258,1.076446,Sarawak,业缘,367,,
泗里街车辆修理同业公会,Persatuan Pembaik Kerata Sarikei,Sarikei Automobile Repairs Association,"1st Mile Repok Road P.O.Box 762, 96108 Sarikei, Sarawak.",111.521087,2.125829,Sarawak,业缘,367,,
泗里街咖啡酒餐商公会,,Sarikei Coffee & Restaurant Traders Association,"No.6, Gr, 1st, 2nd Floor, Tiang Soon Heighy, Kg. Seberang, Sarikei, Sarawak.",111.521087,2.125829,Sarawak,业缘,367,,
泗里街农工联合会,,Sarikei Farmers & Labourers Association,"45, Jalan Repok, 96100 Sarikei, Sarawak.",111.521708,2.130862,Sarawak,业缘,367,,
